material,pressure,temperature,pH,pore_size_nm,thickness_nm,surface_charge,feed_concentration,flux,rejection
0,16.450466345058665,32.10369465576169,6.538912963268203,0.825271669057728,144.97736826427632,-1.1567469682226696,1449.1457315913858,64.44269522655179,97.09781821523173
0,14.387898735713543,27.54704387870132,8.069469523564967,0.9610855421332616,96.29344270814298,-1.136488127339613,1142.4192782063155,71.81549491750097,90.3798721708454
1,17.014239420235995,30.157525135744727,7.2201011250158,0.5899502472637371,161.1204176736003,-0.4614244718304402,1125.9396701015728,64.17418747477716,96.4622185249418
1,7.936867021839447,21.04041951312748,5.80233400413228,0.5127552779560848,89.44429607559285,-0.5852939039252788,571.1886484602289,61.06295685560448,93.37325366094328
0,10.1093685419636,23.910417923538542,6.988112362880218,0.9850232510843576,114.83366044531974,-0.3570166633298635,539.1863266756462,71.18325908035452,83.49328710837577
0,11.352064134621775,28.52780425624937,7.227773725774254,1.0121534287097482,92.76897294224656,-0.9749851957055058,1080.5440123439098,69.4051918283079,89.75179431614868
2,15.197671698503688,31.098631406710616,6.214708457211938,0.7644102203234064,133.43274735305636,-0.7530949283852301,889.6180862192034,67.33460559041278,92.46693041029144
2,18.580729646288955,21.369300151792004,6.457940912771244,1.1650433769355637,175.0607146937556,-0.6839059006890426,1131.8372121697994,72.26464251067584,85.62106693518207
2,13.305545785187013,23.190918425363435,8.338583628645072,1.046907235329842,91.3464602017448,-0.3621638048814367,1474.2482085344102,69.49530111564277,83.76375622680709
1,6.756005246414087,22.144875230792536,7.784531895152416,0.9327526443213828,90.11226761227904,-1.1243038744965024,1200.96913145912,58.62831142123861,91.44167414518778
2,8.498421086367918,28.719581258401732,8.089415565967013,1.1162519780468916,103.66851936820788,-0.3830756642863083,1091.8887388212845,68.51331002769378,79.25755785747614
1,16.65720373891155,28.37606374603708,6.772666027740929,1.1344480695663153,91.11974823061512,-0.7566374061382268,511.35364476741904,83.90696549132991,83.36110685328299
2,17.341855278150398,31.163174854149467,7.543118281290727,0.6662545299047289,120.02228928720248,-0.7700565982077952,582.8913216933543,68.77849319248904,96.09067867328424
0,5.182317120347245,34.548182400614586,5.629479735851728,1.12380017958865,132.77011090863,-0.3063316834926297,573.7965647353989,64.83715952770461,81.30734465549266
0,7.493231478638794,23.252136598797367,6.383481840518289,1.1970819625205595,149.6925055863815,-0.8542183517587021,1237.100705843019,60.54851244559452,85.18426252462054
2,9.16071774471699,22.82181739585642,6.891095214819947,0.7473465596182369,138.3656111850872,-1.1300388267315136,1474.3948076661663,49.04939780384314,97.81545232241272
2,15.270967588308189,22.43925409017337,8.232781553481527,1.0757760700462182,174.9799913291924,-0.546852442450476,1113.4151959357898,70.6899074244182,86.50355342412631
0,13.27381808816105,22.47251391705501,6.733765349756107,1.044321598614658,128.03700818663546,-0.3132425544010461,876.7389699379407,70.55523706068905,84.80211918316573
1,17.631783847035628,32.574930570667064,6.906079479384911,0.7903736516363655,107.34070719307064,-1.1492620530141655,1364.7223762550532,70.03115586472096,95.12265374771498
2,15.89181266107772,31.35621803063684,6.63355164782736,0.6687593826307423,100.5045328506525,-0.9737018044393814,774.7317970259087,72.09157263559977,95.00020378749628
0,10.372440770492608,21.703363882994434,7.514719586778399,0.8642153906326553,157.2318391735639,-0.731852848999206,1352.1815003185402,60.86410268108549,94.52882389968195
0,16.877267592044493,28.84933845706454,6.940137901055426,0.7943750450655525,158.46682639443094,-0.6245747787231819,1305.0446675193618,65.9425410955902,93.48556658905343
0,10.258813382098957,28.84876530281949,6.676732135299197,0.8062324454166103,170.41586944937484,-0.8865700796790297,1013.9894891598108,56.76627554184704,97.26351382222305
1,12.854034140225169,30.46462807240195,7.889415327021632,0.8215427655623206,164.20914150187096,-0.5079740328161423,566.2359778518659,67.16889756003275,90.13733456808896
0,9.931274154312623,29.501012814750887,6.22043685633458,0.5531043296760647,92.88797219106492,-1.0847587449380047,651.9026935122944,62.74212960677578,97.02007978592096
2,18.45182614859018,27.109424603943086,7.502673215563082,0.6206239098411409,99.22890188086708,-1.163218245360169,668.9350630721646,73.83155649194009,97.34261111097145
2,13.230729638111129,28.016352555987844,6.567974452815959,1.125952084027148,92.8748398299644,-0.90291043802086,821.582764680029,76.63606923593836,83.80363120405299
0,6.226385479233079,33.10367936160166,8.26261720159544,0.5427545718984046,107.68776481472035,-0.4744188481862448,1248.2596903836584,48.03604927258243,92.40975792366336
1,18.860626386611496,23.541747996761064,7.779866226812757,0.8718860277814737,152.0516061391465,-1.1438927737398827,647.7390919062267,77.88757866616682,94.42701964800672
1,12.67516163173499,27.981702278979736,5.821516034019329,0.8131886567764182,133.2617266455023,-0.9817765467287431,769.243230949381,66.54933489687602,94.14539234797388
2,17.610649788168967,21.338064930680844,7.10600669204657,0.6632514880848608,114.29268642782604,-0.7734270527124995,855.1043032793048,71.3903359582256,97.44313852987904
1,16.052337130923693,28.36613398925656,7.259606303982277,0.8951209797658488,117.87726259512894,-0.8962978495152737,1399.6473971450123,65.72386527360706,91.84752373315786
1,19.797728731894694,29.086622290353308,6.211680375207983,0.5712477308342826,95.2859139184332,-0.9786380444539426,660.6813732595557,75.70707301997975,95.82973536925572
1,5.83480234035463,32.63471052947273,5.654906433623538,0.5127697369998527,149.69614623664216,-0.3024700187084451,1396.6102629740208,44.660772330814055,94.47191884934767
1,17.256081064239197,23.8685424056741,6.012662762170198,0.9680502539471016,172.93759891275857,-0.6989133962874632,1071.6126894698998,72.56001614835783,89.13240645597881
0,19.519910997563517,30.664287182551224,6.098520782014959,1.0153730285889415,132.98400231811166,-0.56349291392,1267.7795014428389,76.29671494415499,84.66312057082588
1,12.217101527822262,27.98884148827379,5.6554706104672805,0.7356229947357444,93.44146769389742,-1.142962526574509,1489.9602323899453,62.67577806546591,94.52390095144034
2,7.082371601630306,20.040663491214943,5.850088192425044,0.8312163407363246,140.61018810558386,-0.4851394950301838,606.699250113436,60.83510855162882,90.22328144341104
0,6.864458352283171,30.963012128054665,8.315021370463114,0.6268631463159621,86.64962673667775,-0.5329914156389469,1074.473113179912,54.91754734527946,91.2957267572236
2,16.257528871479703,31.99305696379273,7.975398030078391,0.6304834907517008,103.56917460649998,-0.6296172926518405,1407.866130462516,66.27225932808092,90.304046108368
0,17.248991592073658,26.58702362855328,6.630833288274722,0.8238758499687244,110.1377874164142,-0.527151557841374,1002.7203900924792,74.16663224077539,87.97223715664667
1,12.97786219532261,20.999286685862256,6.187076172774389,0.8799945174293862,123.15281431364426,-0.9004657926787641,1230.5491368093014,63.14520933829895,92.33131575244646
1,14.301091338927703,28.001916379644825,8.181677749152872,1.0520180478571717,95.16748797327512,-0.9194501389840066,748.4891398144657,80.41325015444758,87.51556655143078
1,16.31952937790175,21.543740461162177,7.1094440544537845,0.7651750958898409,125.70002192816784,-0.6564379151347387,1002.2883474625302,67.66667185956173,96.0101737221914
2,15.800548048191116,29.61721449327946,7.5818453334013,0.8799071103433174,105.17990589069528,-0.8888736058464726,681.5977168014257,76.40978304704487,91.802937243658
1,11.930087054661987,34.20925009417723,5.9600542093482405,0.910360882411758,130.5888678884466,-0.649691188108817,518.1101838208405,74.03846419801617,89.70454955586803
2,15.60857951470098,22.28808564371392,7.228865080500439,0.9247005324679992,122.4130671302386,-0.5372001879377495,1434.367014769015,67.5897090751898,88.17025448795413
0,8.538590518926217,22.482807655509347,6.058962638482362,1.0862435523017444,113.2146412654939,-0.9197001623589228,727.3956208771126,65.03481587233456,89.2560868445953
2,10.027958624688514,32.042801728970176,5.513896069013809,0.7334494201838009,119.81686935909434,-0.7163439573558694,1419.8556164127604,53.347098828371536,90.54267647974196
0,18.77682087408952,28.806023362048503,5.598540010730315,1.1389246240153903,104.8226442757152,-0.6801312413176075,665.5133174279738,84.46617224276363,84.62278356388978
0,5.196416848825004,29.953060580250657,6.034107900609254,1.1727492222286189,94.8662727753113,-0.8268382886456787,585.3496680786438,67.8082094501129,83.79409605208004
2,9.649053894029164,25.959771731863967,6.780366716010248,1.0598474154519886,114.9386999049333,-0.7785913544027586,1124.9759870510522,67.39788434071764,85.74402675287959
1,5.985629591425285,31.63291425042516,6.859866504244083,0.8670731885293059,124.07627469382282,-0.8393132452122066,1059.6403313082178,55.11202768097534,90.6983211172334
2,6.132550457058338,31.298693311211764,6.316905564160899,1.128201286873219,132.65784666592938,-0.4793252056624911,1478.9314356159612,58.8053160260338,79.60063330632703
1,8.46612194882107,30.078391153980924,5.559131613263093,0.5728760073892016,159.99160853731894,-1.0393098041510995,1152.7461078518747,49.128550253753794,100.59133424326252
0,14.047961032654694,32.10275223443879,8.387947955664623,1.1610868079040912,94.10818487777136,-0.8342469225538302,823.9900611067997,78.9870102185505,82.75217860095574
2,8.11829382719041,20.397983058107297,6.044306305269392,0.9081290926787844,122.1424550592498,-0.3965954600307226,1317.4435617384408,54.91118811033866,84.68603738611176
0,10.445888182926357,20.513421662307938,7.99196351969575,0.7416345014168929,157.38345232013404,-0.8735178948006491,1361.0680199747217,53.590101262076,96.15787138754932
0,12.311467973742705,33.41828340341137,7.8995657678419455,0.7976494531284635,82.24693083201174,-0.9581903765535484,1041.634214660867,64.7277235658023,92.85615738560088
0,14.675812516539942,26.325559018299227,5.896828633375991,1.13040061086547,149.12218576096544,-0.5851345291990667,1322.583875911674,72.15960932940733,84.88963210225023
2,9.11082831030809,28.3126700377369,7.454261165055593,1.0808192625950412,100.64212717606031,-1.1901037542073676,636.8856300688072,74.10346813292182,91.67250060186758
2,12.41410775207407,28.59941567269101,8.014320889534886,0.783067051084317,157.09113770642705,-0.8201675464043814,853.8713765612495,63.47091352641,94.06107911942212
2,10.839434210629648,24.330406051560495,6.567018149394848,1.0033321336289718,109.71217156231752,-0.6902358237327926,976.0504021990996,68.7749520433093,86.59857832840667
2,12.256324128986192,24.048668335882923,7.1195283367245805,0.6134097145241092,164.15296603100433,-0.4382329356168984,1455.236312723479,53.7172502931483,92.74854086611452
0,6.598973797006577,21.12706672603713,7.68456626861081,0.8468439213443388,148.8402396427736,-0.8086553952566284,746.4020332391068,58.46357485880792,93.390580171874
1,9.08217705844944,28.853460003036307,6.582921690820081,0.5641074513286439,171.73135754622427,-1.0768632321729348,1450.2373538208026,44.02583669406626,101.73368334395464
0,19.37256189505896,31.37588620918522,7.416848156002786,1.031325091877195,152.41033292731385,-0.6264915781894619,1480.576800179988,73.22085081484425,88.36060980189185
1,19.815020119949708,34.160890095299195,5.618280434105518,0.993902620760982,172.52483174156657,-1.0374821893853998,1067.9452305526297,72.95703066947605,94.70274034571204
0,11.326439895957687,31.93012756938646,7.735193644360661,0.5384178302525324,125.5143685036156,-0.729808881535948,1144.5466506258222,53.72326249253306,98.92651132699376
2,6.154298024438138,30.44433163817209,6.519624891304199,1.007336740070133,86.53563407989424,-0.9162386959524508,1039.4912923753373,60.75924850480124,88.9077527260464
0,12.802521648180978,26.402255849822964,8.129996133587348,0.7922542588195245,126.19428505755876,-0.3086928179924006,500.23752357588455,69.07561826869299,85.7720546135794
1,6.050445586212065,20.142281504427476,5.6580515079316855,0.5619803874295327,83.75967732062608,-0.7681968058291457,1080.757207227328,51.4515118587353,92.34847686384914
0,11.266501732510006,26.32035503415605,7.712746904766675,0.6671440020378117,91.04741131313946,-0.8808400581233011,787.2389916540817,63.078168284425125,92.86619475847756
2,9.158984685451603,33.65508653086302,5.635302031660969,0.5766273190753806,119.1630140540356,-1.0880061984328293,1456.415697559425,49.87672159764917,100.50845230358271
0,19.734957726201223,33.262984671972546,7.302395339326594,1.1326067770226893,178.91849098133588,-0.5309824593957383,564.986409482894,84.5675702366954,85.10623366617565
0,14.116051923182887,27.69032766524763,6.192009435153276,0.6235696224038558,102.04862090701754,-1.0322055640701708,1279.584473566753,61.693797831969576,96.70092189453752
1,8.244860345548304,27.773905500145883,7.291822217291023,0.8675220506021877,106.02333679515272,-0.7362768681167466,991.1863408686264,65.79535055203667,88.31458678468826
2,13.054616343401204,28.894099022625547,7.240258623513434,0.5640407861784285,167.74608626303802,-0.9609599616701644,629.5149212828042,61.7196349062491,101.21777339126552
2,13.26286055913709,21.304801398671152,6.725359639212096,0.7608819619086198,105.97537837603262,-0.5489218976802736,995.8757350787708,65.63991985793538,89.90603058489032
2,5.922755393588526,33.24359403706192,7.04823706133085,1.134559603611206,137.13189419195743,-0.6040991909040918,1043.7789079973993,60.98581138301459,85.16335445164081
1,18.02241206077321,23.679282983830017,5.972021979107578,0.6122800737310504,113.4008878745238,-0.9851789718290842,1430.0903505097383,66.5418553691253,96.3319578153224
1,18.224556991555254,34.41972932277361,6.896410026309951,1.115350036159692,80.51451707547147,-0.4620477743327099,728.6251615249236,89.05103896251765,80.85386649833448
1,7.896992968809396,21.261473367019768,6.479300729509879,0.8918910186161806,91.58438567802575,-0.860974174211881,509.07240465272497,66.8234402613168,89.63572197903358
1,16.41541853753042,28.11899868014165,8.388976011576984,0.7393105162270802,143.2621893133948,-0.3611747050409843,602.5097279906793,72.27435736563987,90.60141471410412
0,19.20946832384507,22.495663803984087,7.812952877596406,0.9960004032218406,127.35738884350886,-1.1478715854970816,574.694417757854,81.62557908810248,94.79278411539762
1,6.951293601959479,31.373947938935338,5.5737607493764045,0.5154864860702981,112.36102191495412,-0.7602211286358008,1270.407417807793,47.93331513968453,99.73226826486064
0,12.028091251528766,34.164554524367446,5.806580859081157,1.097946842123096,132.7024096211862,-0.456671310780093,798.3744309899926,72.32858435494111,84.10962208272002
0,6.970026896140671,33.02081483798439,8.389709960320396,0.5219116196232614,153.12700669736856,-0.3814279401469634,1357.3600920924987,41.37596641101896,94.18239322510767
0,18.41148805518701,23.44931908836629,6.13931411207525,0.5217938580191579,145.16668253758849,-0.8683262906486149,1364.3582498396372,63.80719576298321,99.4623325467201
0,8.055518739144112,21.367467356092877,5.960974114483338,0.8175855442236979,133.0354393728256,-1.1839242967695125,1296.7978278640276,55.851845950854894,95.7540885892339
0,14.24975471781107,31.94805936464265,6.94456705453765,0.5821157322736761,92.51857922025503,-0.5829912414939258,930.3058948994628,66.23208553428641,90.6673640773014
1,14.77279200203397,24.88888195928112,7.2707918166568675,0.803272724280159,178.4351407402904,-1.065377421599191,964.5985966358102,62.42980125427297,99.93827980493413
1,14.000308221789556,24.37493868063955,7.5849456583796275,1.1020856780324433,157.98509888933498,-1.1643430571864786,980.5069472578288,70.0716547043802,90.89603770272298
2,13.563567527662464,20.2755145541081,6.947069144654774,0.647244705943208,114.60165676448396,-0.5017757377863395,1441.2375042323863,59.83474329337423,90.6322350877354
2,10.259403968137711,20.498046631870498,5.735735491465063,0.7778462933411172,93.27157540430603,-0.6892132365645977,1189.4649691372656,60.447298115746165,90.85765944107315
1,15.055781875316184,34.2732496153299,5.872659900184178,1.1273549118795267,139.4776637376936,-0.6450558763237734,1112.944174865606,73.58703600441025,84.61944617698511
0,14.379569903209218,31.751340889124226,7.336773957643474,0.8390789133018284,146.08201182992508,-0.7022986926672374,1097.47586263193,65.48796756776667,93.79335651042967
1,12.896039914041696,30.973842826329975,5.744889946091769,0.5422464587933946,104.71032340101463,-1.0564097878981304,1371.7835665922016,56.031175015186925,98.1607375168448
1,11.504830009345834,20.65492486561042,5.985017632440408,0.5146027975040767,145.326301923733,-0.900916837180402,1042.4786357193675,53.81166414392921,99.96310319583796
1,15.20342363646937,21.08297613468764,5.591957506617418,0.6803780219578496,126.26229567393165,-0.4185547451324576,1227.169069766308,63.07364861768469,93.2520819407992
0,19.814743456040866,20.60163787118724,8.101094488367345,0.9050727860006752,123.86154191895903,-0.5472681056263772,986.6689414247028,74.78205357522707,86.70514979537543
1,9.257817929129676,25.387265444993474,6.651541455603389,0.8260689649141739,163.59980637812097,-0.987787115436711,1276.0002070354294,57.87409655078358,93.22585416715611
0,8.563149873858166,34.570926410624594,6.04293085812847,1.0980695653587054,129.22778564480348,-0.9774920330371406,1370.7499012725114,62.30379167494865,84.00210437449235
2,14.939319185124806,21.428922619319398,7.456369736591314,0.718503639687513,119.90459461371113,-0.4278123714695648,509.0304041295503,75.52991092167385,92.209697991742
2,8.555417856625043,23.520110573923265,8.151129008982258,0.8094170616480003,113.0889362989172,-0.7961001835517373,1169.390401459361,57.95351442598616,89.70934128145015
1,19.228750322771507,23.78791673113129,6.577752243748737,0.7655510129456966,140.5538157644883,-0.8789411522639985,1033.5119252996956,73.98914459493993,95.96153038284056
1,18.02406920769888,23.087618150551524,5.835758858193183,0.6888247280618927,85.70868560893149,-0.7219474247990711,1436.6056922949615,71.05512675555319,91.60733909703656
2,6.549634356860235,28.77006050663883,7.564623597599786,0.7781652919250807,127.98970815920732,-0.5826290376153144,517.3797901854797,56.88585383198763,91.4176135695147
1,12.332698703853804,30.002963863191567,5.918953764268939,0.5209815129108746,110.79299415911908,-0.5657873135370179,701.8534521229484,63.58984256522904,93.801822279091
0,18.02213381566258,22.657246841710787,7.577877856678493,1.0866807027536771,174.46142194740233,-0.5850767745393188,997.1747640084272,76.76408444091922,87.30165592086632
2,5.455805895452553,33.964230432604666,7.568580253094684,0.9735593700440726,101.56751523977172,-0.6070030767906085,893.8644056541584,59.047594323503205,86.12216160852749
0,19.99120588656,20.72318058290834,8.431522552663953,0.7848355725060094,167.0753450337259,-0.4958530643475539,1067.016260986668,72.77613604318196,92.14891238955316
2,16.477862968336773,33.88512246321068,6.814517039235962,1.130962954711911,167.78911590413276,-0.9145238549111412,1368.9006255405711,67.28575889773462,87.56669280957678
1,5.086379907471824,24.86878744850405,6.599384604614194,0.7773208841264787,149.5467206689862,-0.8502977088566888,948.6936226225308,50.4473901686141,92.44926074937536
0,6.097938856526655,29.05172890072067,7.504638395665049,0.93364324220673,126.34940438005724,-0.8581927978386932,1363.3336495718254,49.0796728530546,93.66294721214128
2,17.206494324793795,21.63377512770097,5.9469755679105845,0.8686366580882716,104.60696587979982,-0.7709740724629568,894.3653238183501,79.11902825758906,90.05505632980177
